INN,market_level,market,peer_count_roster,n_atc4,n_atc3
OBINUTUZUMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,14,1,1
OCRELIZUMABUM,ATC4,L04A A Selective immunosuppressants,10,1,1
OCTENIDINI DIHYDROCHLORIDUM+PHENOXYETHANOL,ATC4,D08A J Quaternary ammonium compounds,4,1,1
OCTOCOGUM ALFA,ATC4,B02B D Blood coagulation factors,6,1,1
OCTREOTIDUM,ATC3,H01C HYPOTALAMIC HORMONES,4,1,1
OFLOXACINUM,Excluded,multiple_ATC3,0,3,3
OFLOXACINUM+ORNIDAZOLUM,ATC4,J01R A Combinations of antibacterials,4,1,1
OLANZAPINUM,ATC4,"N05A H Diazepines, oxazepines, thiazepines and oxepines",3,1,1
OLAPARIBUM,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,13,1,1
OLEUM JECORIS*,ATC4,C10A X Other ilipid modifying agents,3,1,1
OLEUM VASELINI (PARAFFINUM LIQUIDUM)*,ATC3,A06A DRUG FOR CONSTIPATION,24,1,1
OLMESARTANUM MEDOXOMILUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",7,1,1
OLODATEROL+TIOTROPIUM BROMIDE,ATC4,R03A L Adrenergics in combinations with anticholinergics incl. triple combinations with corticosteroids,5,1,1
OLOPATADINUM,ATC4,S01G X Other antiallergics,4,1,1
OMALIZUMABUM,ATC3,R03D OTHER SYSTEMIC DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES,9,1,1
OMEPRAZOLUM,ATC4,A02B C Proton pump inhibitors,7,1,1
ONDANSETRON,ATC4,A04A A Serotonin (5HT3) antagonists,3,1,1
ONONIS ARVENSIS*&,ATC4,A06A B Contact laxatives,8,1,1
OPIPRAMOLUM,ATC4,N06A A Non-selective monoamine reuptake inhibitors,5,1,1
ORIGANUM VULGARE*&,ATC4,R05C A Expectorants,40,1,1
ORLISTATUM,Excluded,"A08A ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS",1,1,1
ORNIDAZOLUM,Excluded,multiple_ATC3,0,2,2
ORNITHINUM,ATC4,A05B A Liver therapy,15,1,1
ORTHOSIPHON STAMINEUS*&,ATC4,C03B X Other low-ceiling diuretics,5,1,1
OSELTAMIVIRUM,ATC3,J05A DIRECT ACTING ANTIVIRALS,34,1,1
OSIMERTINIBUM,ATC4,L01E B Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors,4,1,1
OTILONII BROMIDUM,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,16,1,1
OXALIPLATINUM,ATC4,L01X A Platinum compounds,3,1,1
OXCARBAZEPINE,ATC3,N03A ANTIEPILEPTICS,12,1,1
OXELADINUM,ATC4,R05D B Other cough suppressants,8,1,1
OXOLINUM*,Excluded,multiple_ATC3,0,2,2
OXYBUPROCAINUM,Excluded,S01H LOCAL ANESTHETICS,2,1,1
OXYBUTYNINUM,ATC4,G04B D Drugs for urinary frequency and incontinence,5,1,1
OXYCODONUM,ATC4,N02A A Natural opium alkaloids,4,1,1
OXYMETAZOLINUM,ATC3,R01A DECONGENSTANS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE,32,2,1
OXYTOCINUM,ATC4,H01B B Oxytocin and derivatives,3,1,1
PACLITAXELUM,ATC4,L01C D Taxanes,3,1,1
PAEONIA OFFICINALIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
PALBOCICLIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
PALIPERIDONUM,ATC4,N05A X Other antipsychotics,5,1,1
PALONOSETRONUM,ATC4,A04A A Serotonin (5HT3) antagonists,3,1,1
PANAX SHIN-SENG NEES/QUINQUEAFOLIUM/REPENS*&,ATC4,A13A TONICS,5,1,1
PANCREATINUM*,ATC4,A09A A Enzyme preparations,3,1,1
PANITUMUMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,14,1,1
PANTOPRAZOLUM,ATC4,A02B C Proton pump inhibitors,7,1,1
PAPAVERINUM*,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,16,1,1
PARACETAMOLUM,ATC4,N02B E Anilides,32,1,1
PARACETAMOLUM+PHENIRAMINUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,32,1,1
PARACETAMOLUM+PHENYLEPHRINUM,ATC4,N02B E Anilides,32,1,1
PARECOXIBUM,ATC4,M01A H Coxibs,4,1,1
PARICALCITOL,ATC3,H05B ANTI-PARATHYROID AGENTS,3,1,1
PAROXETINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,6,1,1
PASSIFLORA INCARNATA*,ATC4,N05C M Other hypnotics and sedatives,26,1,1
PAZOPANIBUM,ATC4,L01E X Other protein kinase inhibitors,6,1,1
PEFLOXACINUM,ATC4,J01M A Fluoroquinolones,8,1,1
PEGINTERFERONUM ALFA-2A,ATC4,L03A B Interferons,3,1,1
PEGVISOMANTUM,Excluded,H01A ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,2,1,1
PELARGONIUM SIDOIDES*&,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
PEMBROLIZUMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,14,1,1
PEMETREXEDUM,ATC3,L01B ANTIMETABOLITES,13,1,1
PENCICLOVIRUM,ATC4,D06B B Antivirals,6,1,1
PENICILLAMINUM,Excluded,M01C SPECIFIC ANTIRHEUMATIC AGENTS,1,1,1
PENTANEDIOIC ACID IMIDAZOLYL ETHANAMIDE,ATC4,J05A X Other antivirals,11,1,1
PENTOXIFYLLINUM,ATC3,C04A PERIPHERAL VASODILATORS,10,1,1
PERINDOPRILUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
PERMETHRINUM,ATC4,"P03A C Pyrethrines, incl. synthetic compounds",3,1,1
PERTUZUMABUM,ATC4,L01F D HER2 (Human Epidermal Growth Factor Receptor 2) inhibitors,3,1,1
PHENAZEPAMUM*,ATC4,N05B A Benzodiazepine derivatives,3,1,1
PHENIBUTUM*,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
PHENINDIONUM,ATC4,B01A A Vitamin K antagonists,3,1,1
PHENOBARBITALUM,ATC3,N03A ANTIEPILEPTICS,12,1,1
PHENOLUM PURUM*,ATC4,R02A A Antiseptics,46,1,1
PHENYLACETYLPROLILGLYCINI AETHYLICUM AETHER*,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
PHENYLBUTAZONUM,ATC4,"M02A A Antiinflammatory preparations, non-steroids for topical use",18,1,1
PHENYLEPHRINUM,Excluded,multiple_ATC3,0,5,4
PHENYLEPHRINUM+TROPICAMIDUM,ATC4,S01F A Anticholinergics,4,1,1
PHENYTOINUM,ATC3,N03A ANTIEPILEPTICS,12,1,1
PHLOROGLUCINOLUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,10,1,1
PHLOROGLUCINOLUM+SIMETICONUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,10,1,1
PHOSPHOLIPIDES*,ATC4,A05B A Liver therapy,15,1,1
PHTHALYLSULFATHIAZOLUM,ATC3,A07A INTESTINAL ANTIINFECTIVES,5,1,1
PHYTOMENADIONUM,ATC3,B02B VITAMIN K AND OTHER HEMOSTATICS,13,1,1
PIDOTIMODUM,ATC4,L03A X Other immunostimulants,11,1,1
PILOCARPINUM*,ATC3,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,21,1,1
PILOCARPINUM*+TIMOLOLUM,ATC3,S01E ANTIGLAUCOMA PREPARATIONS AND MIOTICS,21,1,1
PIMECROLIMUSUM,ATC4,"D11A H Agents for dermatitis, excluding corticosteroids",3,1,1
PINAVERII BROMIDUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,10,1,1
PINUS SILVESTRIS*&,Excluded,multiple_ATC3,0,2,2
PIOGLITAZONUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",24,1,1
PIPECURONII BROMIDUM,ATC4,M03A C Other quaternary ammonium compounds,3,1,1
PIPERACILLINUM+TASOBACTAMUM,ATC4,"J01C R Combinations of penicillins, incl. beta-lactamase inhibitors",3,1,1
PIPERAZINUM*,ATC3,P02C ANTINEMATODAL AGENTS,6,1,1
PIRACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
PIRENZEPINUM,ATC4,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,8,1,1
PIRIBEDILUM,ATC4,N04B C Dopamine agonists,4,1,1
PIROXICAMUM,Excluded,multiple_ATC3,0,2,2
PITAVASTATINUM,ATC4,C10A A HMG CoA reductase inhibitors,4,1,1
PIX BETULA+XEROFORMIUM*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
PLANTAGO (SEMENI PSYLLIUM),Excluded,multiple_ATC3,0,4,4
PLANTAGO (SEMENI PSYLLIUM)+SAMBUCUS NIGRA*&+TILIA CORDATA/PLATYPHYLLUS SCOP.*&+VIOLA TRICOLOR/ARVENSIS MURR.*&,ATC4,R05C A Expectorants,40,1,1
PLANTAGO MAJOR/PSYLLUM/LANCEOLATA*&+THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,40,1,1
PLATYPHYLLINI HYDROTARTRAS*,ATC4,A03A X Other drugs for functional gastrointestinal disorders,10,1,1
POLATUZUMABUM VEDOTINUM,ATC4,L01F X Other monoclonal antibodies and antibody drug conjugates,3,1,1
POLIDOCANOLUM,ATC3,C05B ANTIVARICOSE THERAPY,6,1,1
POLYGONUM AVICULARE*&,ATC4,G04B C Urinary concrement solvents,3,1,1
POLYGONUM HYDROPIPER*&,ATC4,B02B X Other systemic hemostatics,5,1,1
POLYMYXINUM B,ATC4,J01X B Polymyxins,3,1,1
PORACTANT ALFA*,ATC3,R07A OTHER RESPIRATORY SYSTEM PRODUCTS,4,1,1
POSACONAZOLUM,ATC4,J02A C Triazole and tetrazole derivatives,4,1,1
POTENTILLA ALBA/ERECTA*,ATC4,A16A X Various alimentary tract and metabolism products,19,1,1
POVIDONUM,Excluded,multiple_ATC3,0,4,4
PRAMIPEXOLUM,ATC4,N04B C Dopamine agonists,4,1,1
PRAMIRACETAMUM,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
PRASUGREL,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,11,1,1
PREDNICARBATUM,ATC4,"D07A C Corticosteroids, potent (group III)",7,1,1
PREDNISOLONUM,Excluded,multiple_ATC3,0,2,2
PREDNISOLONUM+UREA PURA*,ATC3,"D07X CORTICOSTEROIDS, OTHER COMBINATIONS",4,1,1
PREDNISONUM,ATC4,H02A B Glucocorticoids,7,1,1
PREGABALINUM,ATC3,N02B OTHER ANALGESICS AND ANTIPYRETICS,51,1,1
PRENOXDIAZINUM,ATC4,R05D B Other cough suppressants,8,1,1
PRIDINOLUM,ATC4,M03B X Other centrally acting agents,7,1,1
PRIFINII BROMIDUM,ATC3,A03A DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS,16,1,1
PRIMULA*&+THYMUS SERPYLLUM*&,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
PROCAINAMIDUM,ATC3,"C01B ANTIARRHYTHMICS, CLASS I AND III",8,1,1
PROCAINUM,Excluded,multiple_ATC3,0,2,2
PROCHLORPERAZINUM,ATC4,N05A B Phenothiazines with piperazine structure,3,1,1
PROGESTERONUM,ATC3,G03D PROGESTOGENS,6,1,1
PROMESTRIENUM,ATC4,"G03C A Natural and semisynthetic estrogens, plain",5,1,1
PROMESTRIENUM+CHLORQUINALDOLUM,ATC4,G01A X Other antiinfectives and antiseptics,12,1,1
PROPAFENONUM,ATC4,"C01B C Antiarrhythmics, class 1c",3,1,1
PROPOFOLUM,ATC4,N01A X Other general anesthetics,3,1,1
PROPOLIS*,Excluded,multiple_ATC3,0,2,2
PROPRANOLOLUM,ATC3,C07A BETA-BLOCKING AGENTS,9,1,1
PROSTATILENUM*,Excluded,multiple_ATC3,0,2,2
PROSTATILENUM*+TOCOPHEROLI ACETAS*+ZINCI SULFAS*,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,6,1,1
PROTAMINE SULPHATE,ATC4,V03A B Antidotes,8,1,1
PROXYMETACAINUM,Excluded,S01H LOCAL ANESTHETICS,2,1,1
PYRANTELUM,ATC3,P02C ANTINEMATODAL AGENTS,6,1,1
PYRAZINAMIDUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,4,1,1
PYRIDOSTIGMINI BROMIDUM,ATC4,N07A A Anticholinesterases,3,1,1
PYRIDOXINUM,ATC4,A11H A Other plain vitamin preparations,5,1,1
PYRITHIONUM ZINCUM,ATC4,D11A X Other dermatologicals,9,1,1
PYRITINOLUM,ATC4,N06B X Other psychostimulants and nootropics,17,1,1
QUERCETIN*,ATC4,C05C X Other capillary stabilizing agents,7,1,1
QUERCUS ROBUR/PETRAE*&,ATC4,A01A D Other agents for local oral treatment,16,1,1
QUETIAPINUM,ATC4,"N05A H Diazepines, oxazepines, thiazepines and oxepines",3,1,1
QUIFENADINUM,ATC4,R06A X Other antihistamines for systemic use,12,1,1
QUINAGOLIDUM,ATC4,G02C B Prolactine inhibitors,3,1,1
QUINAPRILUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
RABEPRAZOLUM,ATC4,A02B C Proton pump inhibitors,7,1,1
RACECADOTRILUM,Excluded,A07X OTHER ANTIDIARRHEALS,1,1,1
RAMIPRILUM,ATC4,"C09A A ACE inhibitors, plain",9,1,1
RANITIDINUM,ATC3,A02B DRUGS FOR TREATMENT OF PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE,20,1,1
RANOLAZINE,ATC4,C01E B Other cardiac preparations,16,1,1
RASAGILINUM,ATC3,N04B DOPAMINERGIC AGENTS,10,1,1
RAUVOLFIA*,ATC3,"C02A ANTIADRENERGIC AGENTS, CENTRALLY ACTING",5,1,1
REBAMIPIDUM,ATC4,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,8,1,1
REGORAFENIBUM,ATC4,L01E X Other protein kinase inhibitors,6,1,1
REMDESIVIRUM,ATC4,J05A B Nucleosides and nucleotides excl. reverse transcriptase inhibitors,6,1,1
REMIFENTANILUM,ATC3,"N01A ANESTHETICS, GENERAL",7,1,1
REPAGLINIDUM,ATC3,"A10B BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",24,1,1
RETINOLUM,ATC3,"A11C VITAMIN A END D, INCL. COMBINATIONS OF THE TWO",4,1,1
RETINOLUM+TOCOPHEROLI ACETAS*,ATC3,"A11J OTHER VITAMIN PRODUCTS, COMBINATIONS",5,1,1
RHODIOLA ROSEA*&,ATC4,A13A TONICS,5,1,1
RIBAVIRINUM,ATC4,J05A P Antivirals for treatment of HCV infections,5,1,1
RIBOCIKLIBUM,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
RIBOFLAVINUM,ATC4,A11H A Other plain vitamin preparations,5,1,1
RICINUS COMMUNIS*&,ATC4,A06A B Contact laxatives,8,1,1
RIFAMPICINUM,ATC3,J04A DRUGS FOR TREATMENT OF TUBERCULOSIS,4,1,1
RIFAMYCINUM,ATC4,S02A A Antiinfectives,4,1,1
RIFAXIMINUM,ATC4,A07A A Antibiotics,3,1,1
RILUZOLUM,ATC4,N07X X Other nervous system drugs,7,1,1
RIMANTADINUM,ATC3,J05A DIRECT ACTING ANTIVIRALS,34,1,1
RISDIPLAMUM,ATC4,M09A X Other drugs for disorders of the musculo-skeletal system,5,1,1
RISPERIDONUM,ATC4,N05A X Other antipsychotics,5,1,1
RITUXIMABUM,ATC3,L01F MONOCLONAL ANTIBODIES AND ANTIBODY DRUG CONJUGATES,14,1,1
RIVAROXABANUM,ATC4,B01A F Direct factor Xa inhibitors,3,1,1
RIVASTIGMINUM,ATC4,N06D A Cholinesterase inhibitors,4,1,1
RIZATRIPTANUM,ATC4,N02C C Selective 5HT1-receptor agonists,4,1,1
ROCURONII BROMIDUM,ATC4,M03A C Other quaternary ammonium compounds,3,1,1
ROFECOXIBUM,ATC4,M01A H Coxibs,4,1,1
ROPINIROLUM,ATC4,N04B C Dopamine agonists,4,1,1
ROPIVACAINUM,ATC4,N01B B Amides,8,1,1
ROSA L.*&,Excluded,multiple_ATC3,0,3,3
ROSUVASTATINUM,ATC4,C10A A HMG CoA reductase inhibitors,4,1,1
ROSUVASTATINUM+VALSARTANUM,ATC4,C10B X Lipid modifying agents in combination with other drugs,6,1,1
RUPATADINUM,ATC4,R06A X Other antihistamines for systemic use,12,1,1
RUTOSIDUM,ATC4,C05C A Bioflavonoids,10,1,1
RUXOLITINIB,ATC3,L01E PROTEIN KINASE INHIBITORS,26,1,1
SABALIS SERRULATAE*&,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,6,1,1
SACUBITRILUM+VALSARTANUM,ATC3,"C09D ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS",13,1,1
SALBUTAMOLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,5,1,1
SALMETEROLUM,ATC4,R03A C Selective beta-2-adrenoceptor agonists,5,1,1
SALVIA OFFICINALIS*&,Excluded,multiple_ATC3,0,2,2
SAMBUCUS NIGRA*&,ATC4,R05X OTHER COLD PREPARATIONS,23,1,1
SAMBUCUS+HYPERICUM+TILIA+ARCTOSTAPHYLOS+EQUISETUM*&,ATC4,G04B X Other urologicals,12,1,1
SANGUIRITRINUM*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
SAXAGLIPTINUM,ATC4,A10B H Dipeptidyl peptidase 4 (DPP-4) inhibitors,3,1,1
SCOPOLAMINUM*,Excluded,"A03B BELLADONNA AND DERIVATES, PLAIN",2,1,1
SCUTELLARIA BAICALENSIS*&,ATC4,N05C M Other hypnotics and sedatives,26,1,1
SECNIDAZOLUM,ATC4,P01A B Nitroimidazole derivatives,3,1,1
SECUKINUMAB,ATC4,L04A C Interleukin inhibitors,4,1,1
SELEGILINUM,ATC3,N04B DOPAMINERGIC AGENTS,10,1,1
SELENIUM*,ATC3,A12C OTHER MINERAL SUPPLEMENTS,8,1,1
SEQUIFENADINUM,ATC4,R06A X Other antihistamines for systemic use,12,1,1
SERENOA REPENS*&,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,6,1,1
SERENOA REPENS*&+URTICA DIOICA*&,ATC4,G04C X Other preparations used in benign prostatic hypertrophy,6,1,1
SERRAPEPTASUM,ATC3,M09A OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM,7,1,1
SERTACONAZOLUM,Excluded,multiple_ATC3,0,2,2
SERTINDOLE,ATC3,N05A ANTIPSYCHOTICS,24,1,1
SERTRALINUM,ATC4,N06A B Selective serotonin reuptake inhibitors,6,1,1
SEVELAMERUM,ATC3,V03A ALL OTHER THERAPEUTIC PRODUCTS,13,1,1
SEVOFLURAN,ATC3,"N01A ANESTHETICS, GENERAL",7,1,1
SILDENAFILUM,ATC4,G04B E Drugs used in erectile dysfunction,6,1,1
SILIBININUM,ATC4,A05B A Liver therapy,15,1,1
SILICII DIOXIDUM*,ATC4,A07B C Others intestinal adsorbents,4,1,1
SILIMARINUM*,ATC4,A05B A Liver therapy,15,1,1
SILODOSIN,ATC4,G04C A Alpha-adrenoreceptor antagonists,6,1,1
SILVER PROTEINATE,ATC4,R01A X Other nasal preparations,7,1,1
SILYBUM MARIANUM*&,ATC4,A05B A Liver therapy,15,1,1
SIMETICONUM,ATC4,A03A X Other drugs for functional gastrointestinal disorders,10,1,1
SIMOCTOCOG ALFA,ATC4,B02B D Blood coagulation factors,6,1,1
SIMVASTATINUM,ATC4,C10A A HMG CoA reductase inhibitors,4,1,1
SITAGLIPTINUM,ATC4,A10B H Dipeptidyl peptidase 4 (DPP-4) inhibitors,3,1,1
SODIUM CITRAS*,ATC4,G04B X Other urologicals,12,1,1
SODIUM CITRAS*+SODIUM LAURYL SULFOACTATE*+SORBITOL*,ATC4,A06A G Enemas,4,1,1
SODIUM DIHYDROPHOSPHAS+SODIUM HYDROPHOSPHAS,ATC4,A06A G Enemas,4,1,1
SODIUM MEPHENAMINUM*+VINILINUM*,ATC4,D03A X Other cicatrizants,20,1,1
SOFOSBUVIRUM,ATC4,J05A P Antivirals for treatment of HCV infections,5,1,1
SOFOSBUVIRUM+LEDIPASVIRUM,ATC4,J05A P Antivirals for treatment of HCV infections,5,1,1
SOFOSBUVIRUM+VELPATASVIRUM,ATC4,J05A P Antivirals for treatment of HCV infections,5,1,1
SOLIDAGO VIRGAUREA&,ATC4,G04B X Other urologicals,12,1,1
SOLIFENACINUM,ATC4,G04B D Drugs for urinary frequency and incontinence,5,1,1
SOLIFENACINUM+TAMSULOSINUM,ATC4,G04C A Alpha-adrenoreceptor antagonists,6,1,1
SOLIZYMUM*,ATC4,A09A A Enzyme preparations,3,1,1
SOMATROPINUM,Excluded,H01A ANTERIOR PITUITARY LOBE HORMONES AND ANALOGUES,2,1,1
SOPHORA JAPONICA*&,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
SORAFENIBUM,ATC4,L01E X Other protein kinase inhibitors,6,1,1
SOTALOLUM,ATC3,C07A BETA-BLOCKING AGENTS,9,1,1
SPECTINOMYCINUM,ATC4,J01X X Other antibacterials,7,1,1
SPIRAMYCINUM,ATC4,J01F A Macrolides,6,1,1
SPIRITUS AETHYLICUS*,ATC4,D08A X Other antiseptics and disinfectants,16,1,1
SPIRONOLACTONUM,ATC4,C03D A Aldosterone antagonists,3,1,1
STREPTODORNASUM+STREPTOKINASUM,Excluded,multiple_ATC3,0,2,2
STREPTOKINASUM,ATC4,B01A D Enzymes,4,1,1
STREPTOMYCINUM,ATC3,J01G AMINOGLYCOSIDE ANTIBACTERIALS,5,1,1
STRONTIUM RANELATE*,ATC3,M05B DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION,9,1,1
STROPHANTINUM*,ATC3,C01A CARDIAC GLYCOSIDES,4,1,1
SUCRALFATUM,ATC4,A02B X Other drugs for treatment of peptic ulcer and gastro-oesophageal rephlux disease,8,1,1
SULBUTIAMINUM,ATC4,"A11D A Vitamin B1, plain",4,1,1
SULFACETAMIDUM,ATC3,S01A ANTIINFECTIVES,17,1,1
SULFADIAZINUM,ATC4,D06B A Sulfonamides,3,1,1
SULFADIMETHOXINUM,ATC3,J01E SULFONAMIDES AND TRIMETHOPRIM,4,1,1
SULFADIMIDINUM,ATC3,J01E SULFONAMIDES AND TRIMETHOPRIM,4,1,1
SULFANILAMIDUM,Excluded,multiple_ATC3,0,2,2
SULFANILAMIDUM+SULFATHIAZOLUM,ATC4,R02A A Antiseptics,46,1,1
SULFASALAZINUM,ATC3,A07E INTESTINAL ANTIINFLAMMATORY AGENTS,3,1,1
SULFATHIAZOLUM ARGENTI*,ATC4,D06B A Sulfonamides,3,1,1
SULFOCAMPHOCAINUM*,ATC4,C01E B Other cardiac preparations,16,1,1
SULFUR*,ATC3,D10A ANTI-ACNE PREPARATIONS FOR TOPICAL USE,11,1,1
SULODEXIDUM,ATC4,B01A B Heparin group,7,1,1
SULPIRIDUM,ATC4,N05A L Benzamides,3,1,1
SUMATRIPTANUM,ATC4,N02C C Selective 5HT1-receptor agonists,4,1,1
SUNITINIBUM,ATC4,L01E X Other protein kinase inhibitors,6,1,1
SUXAMETHONII CHLORIDUM,ATC3,"M03A MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS",5,1,1
SYGETHINUM*,ATC4,G02C X Other gynecologicals,8,1,1
SYMPHYTUM OFFICINALE*,Excluded,multiple_ATC3,0,2,2
SYMPHYTUM OFFICINALE*+TOCOPHEROLI ACETAS*,Excluded,multiple_ATC3,0,2,2
TACROLIMUSUM,Excluded,multiple_ATC3,0,2,2
TADALAFILUM,ATC4,G04B E Drugs used in erectile dysfunction,6,1,1
TAFLUPROSTUM,ATC4,S01E E Prostaglandin analogues,5,1,1
TAFLUPROSTUM+TIMOLOLUM,ATC4,S01E D Beta blocking agents,9,1,1
TALAZOPARIBUM,ATC3,L01X OTHER ANTINEOPLASTIC AGENTS,13,1,1
TAMOXIFENUM,ATC4,L02B A Anti-estrogens,3,1,1
TAMSULOSINUM,ATC4,G04C A Alpha-adrenoreceptor antagonists,6,1,1
TANACETUM VULGARE*&,ATC3,P02C ANTINEMATODAL AGENTS,6,1,1
TAURINUM,Excluded,multiple_ATC3,0,2,2
TAZAROTENUM+ULOBETASOLUM,ATC4,D05A X Other antipsoriatics for topical use,4,1,1
TEGAFURUM,ATC4,L01B C Pyrimidine analogues,7,1,1
TEICOPLANINUM,ATC3,J01X OTHER ANTIBACTERIALS,17,1,1
TELMISARTANUM,ATC4,"C09C A Angiotensin II receptor blockers (ARBs), plain",7,1,1
TEMOZOLOMIDUM,ATC3,L01A ALKYLATING AGENTS,8,1,1
TENOFOVIRUM,ATC4,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,4,1,1
TENOFOVIRUM ALAFENAMIDUM,ATC4,J05A F Nucleoside and nucleotide reverse transcriptase inhibitors,4,1,1
TENONITROZOLUM,ATC3,P01A AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,5,1,1
TENOXICAMUM,ATC4,M01A C Oxicams,4,1,1
TEOBONDITHIOMYCOCIDUM*,ATC4,D01A E Other antifungals for topical use,9,1,1
TERAZOSINUM,ATC4,G04C A Alpha-adrenoreceptor antagonists,6,1,1
TERBINAFINUM,Excluded,multiple_ATC3,0,2,2
TERIFLUNOMIDE,ATC4,L04A A Selective immunosuppressants,10,1,1
TERLIPRESSINUM,ATC3,H01B POSTERIOR PITUITARY LOBE HORMONES,5,1,1
TESTOSTERONUM,Excluded,G03B ANDROGENS,2,1,1
TETRACYCLINUM,Excluded,multiple_ATC3,0,3,3
TETRACYCLINUM+TRIAMCINOLONUM,ATC3,"D07C CORTICOSTEROIDS, COBBINATION WITH ANTIBIOTICS",9,1,1
TETRYZOLINUM,ATC3,S01G DECONGESTANTS AND ANTIALLERGIC,5,1,1
THALIDOMIDUM,ATC4,L04A X Other immunosuppressants,5,1,1
THIAMAZOLUM,Excluded,H03B ANTITHYROID PREPARATIONS,2,1,1
THIAMINUM,ATC4,"A11D A Vitamin B1, plain",4,1,1
THIAMPHENICOLI GLYCINATIS ACETHYLCYSTEINATUM*,Excluded,J01B AMPHENICOLS,2,1,1
THIOCOLCHICOSIDUM,Excluded,multiple_ATC3,0,2,2
THIOPENTALUM NATRIСUM,ATC3,"N01A ANESTHETICS, GENERAL",7,1,1
THIORIDAZINUM,ATC3,N05A ANTIPSYCHOTICS,24,1,1
THYMUS SERPYLLUM*&,ATC4,R05C A Expectorants,40,1,1
THYROTROPINUM ALFA,Excluded,V04C OTHER DIAGNOSTIC AGENTS,2,1,1
TIAPRIDUM,ATC4,N05A L Benzamides,3,1,1
TIBOLONUM,ATC3,G03C ESTROGENS,7,1,1
TICAGRELORUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,11,1,1
TICLOPIDINUM,ATC4,B01A C Platelet aggregation inhibitors excl. heparin,11,1,1
TIGECYCLINE,ATC4,J01A A Tetracyclines,3,1,1
TILIA CORDATA/PLATYPHYLLUS SCOP.*&,Excluded,multiple_ATC3,0,2,2
TILIQUINOLUM+TILBROQUINOLUM,ATC3,P01A AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,5,1,1
TILORONUM,ATC4,J05A X Other antivirals,11,1,1
TIMOLOLUM,ATC4,S01E D Beta blocking agents,9,1,1
TIMOLOLUM+TRAVOPROSTUM,ATC4,S01E D Beta blocking agents,9,1,1
